_c0,id,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,order_purchase_timestamp,order_aproved_at,order_estimated_delivery_date,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,votes_before_estimate,votes_delayed,votes_low_quality,votes_return,votes_not_as_anounced,votes_partial_delivery,votes_other_delivery,votes_other_order,votes_satisfied,most_voted_subclass,most_voted_class,ts,datetype,week_of_month,day_of_week,order_deliver_timestamp,order_purchase_timestamp_conv,deliver_time
1768,1769,delivered,25.0,16.11,1,1,2017-09-14T15:30:50.000Z,2017-09-14T15:45:34.198Z,2017-10-13T00:00:00.000Z,2017-10-09T19:05:07.019Z,Porto Alegre,RS,906,brinquedos,45,111,3,5,"",teve um problema na entrega mas foram muito corretos e o produto foi entregue muito bom,2017-10-10T00:00:00.000Z,2017-10-11 01:46:41+00:00,0,0,0,0,0,0,2,0,1,outro_entrega,problemas_de_entrega,2017-09-14T15:30:50.000Z,2017-09-14,3,5,2017-10-09T19:05:07.019Z,2017-09-14T15:30:50.000Z,2172857
1769,1770,delivered,56.99,16.16,1,2,2017-11-15T13:14:39.000Z,2017-11-15T13:26:31.070Z,2017-12-13T00:00:00.000Z,2017-11-29T19:42:12.192Z,Canoas,RS,923,cama_mesa_banho,53,500,1,4,"",pela foto imaginava sem o elástico da barra sugiro fotos dos detalhes para site produto e tecido muito bom entrega antes do previsto,2017-11-30T00:00:00.000Z,2017-12-03 12:03:50+00:00,1,0,0,0,2,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-11-15T13:14:39.000Z,2017-11-15,3,4,2017-11-29T19:42:12.192Z,2017-11-15T13:14:39.000Z,1232853
1770,1771,delivered,22.9,17.61,1,2,2017-10-11T13:36:30.000Z,2017-10-11T13:49:16.383Z,2017-11-01T00:00:00.000Z,2017-10-24T16:42:15.148Z,BRASILIA,DF,719,cama_mesa_banho,49,117,1,1,"",faltou o item 1 ou seja não recebi as 2 saias quero a outra,2017-10-25T00:00:00.000Z,2017-10-27 17:03:59+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-11T13:36:30.000Z,2017-10-11,2,4,2017-10-24T16:42:15.148Z,2017-10-11T13:36:30.000Z,1134345
1771,1772,delivered,129.9,13.93,1,1,2017-05-21T20:42:09.000Z,2017-05-21T20:55:06.580Z,2017-06-09T00:00:00.000Z,2017-05-28T09:27:35.214Z,Sao Bernardo do Campo,SP,98,perfumaria,56,571,4,3,"",a maleta é bonita porém veio cheia de riscos e algumas falhas na parte de metal,2017-05-29T00:00:00.000Z,2017-05-30 02:13:59+00:00,0,0,0,2,0,0,1,0,0,devolucao,problemas_de_qualidade,2017-05-21T20:42:09.000Z,2017-05-21,4,1,2017-05-28T09:27:35.214Z,2017-05-21T20:42:09.000Z,564326
1772,1773,delivered,249.99,111.57,1,1,2017-12-23T17:31:20.000Z,2017-12-23T17:49:10.625Z,2018-01-31T00:00:00.000Z,2018-01-30T22:32:35.140Z,Cuiaba,MT,780,ferramentas_jardim,46,762,3,4,"",devem ser mais ágeis recebi uma mensagem da lannister que havia ocorrido problema na entrega tive que dedicar tempo para solucionar o produto poderia ser entregue com mais rapidez,2018-01-31T00:00:00.000Z,2018-02-01 03:49:25+00:00,0,2,0,0,0,0,1,0,0,atrasado,problemas_de_entrega,2017-12-23T17:31:20.000Z,2017-12-23,4,7,2018-01-30T22:32:35.140Z,2017-12-23T17:31:20.000Z,3301275
1773,1774,delivered,13.99,9.34,1,1,2017-07-29T21:51:40.000Z,2017-07-29T22:05:23.239Z,2017-08-18T00:00:00.000Z,2017-08-24T19:37:28.515Z,Sao Paulo,SP,48,utilidades_domesticas,37,261,2,2,"",não recebi meu produto ainda,2017-08-20T00:00:00.000Z,2017-08-22 04:18:55+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-07-29T21:51:40.000Z,2017-07-29,5,7,2017-08-24T19:37:28.515Z,2017-07-29T21:51:40.000Z,2238348
1774,1775,delivered,64.89,8.27,1,1,2018-01-27T19:40:57.000Z,2018-01-30T04:31:15.418Z,2018-02-14T00:00:00.000Z,2018-02-07T19:19:39.838Z,Mairipora,SP,76,informatica_acessorios,60,417,1,5,"",produto original conforme no anúncio,2018-02-08T00:00:00.000Z,2018-02-11 00:18:44+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-27T19:40:57.000Z,2018-01-27,4,7,2018-02-07T19:19:39.838Z,2018-01-27T19:40:57.000Z,949122
1775,1776,delivered,29.0,14.22,1,6,2017-10-17T10:16:16.000Z,2017-10-17T10:28:18.475Z,2017-11-07T00:00:00.000Z,2017-10-20T22:05:20.564Z,Jau,SP,172,automotivo,56,149,1,1,"",ta faltando um difusor,2017-10-21T00:00:00.000Z,2017-10-24 04:06:05+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-17T10:16:16.000Z,2017-10-17,3,3,2017-10-20T22:05:20.564Z,2017-10-17T10:16:16.000Z,301744
1776,1777,delivered,32.9,12.79,1,1,2018-03-07T18:04:25.000Z,2018-03-07T18:15:47.386Z,2018-03-23T00:00:00.000Z,2018-03-12T18:38:36.009Z,Sao Jose do Rio Preto,SP,150,eletroportateis,41,975,1,5,"",tudo perfeito,2018-03-13T00:00:00.000Z,2018-03-14 12:04:23+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-07T18:04:25.000Z,2018-03-07,2,4,2018-03-12T18:38:36.009Z,2018-03-07T18:04:25.000Z,434051
1777,1778,delivered,52.64,11.87,1,1,2018-01-08T20:13:49.000Z,2018-01-08T20:28:09.964Z,2018-01-31T00:00:00.000Z,2018-01-15T17:43:12.407Z,Sao Paulo,SP,37,cama_mesa_banho,54,617,2,5,"",entrega super rapida,2018-01-16T00:00:00.000Z,2018-01-17 00:16:31+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2018-01-08T20:13:49.000Z,2018-01-08,2,2,2018-01-15T17:43:12.407Z,2018-01-08T20:13:49.000Z,595763
1778,1779,delivered,59.9,15.18,1,1,2017-10-23T12:03:05.000Z,2017-10-23T12:14:22.949Z,2017-11-13T00:00:00.000Z,2017-10-31T18:37:50.345Z,Sao Bernardo do Campo,SP,98,bebes,37,1266,3,4,"",muito eficiente,2017-11-01T00:00:00.000Z,2017-11-01 21:23:37+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-10-23T12:03:05.000Z,2017-10-23,4,2,2017-10-31T18:37:50.345Z,2017-10-23T12:03:05.000Z,714885
1779,1780,delivered,16.9,2.41,1,12,2017-10-26T15:43:23.000Z,2017-10-26T15:56:25.454Z,2017-11-14T00:00:00.000Z,2017-10-30T13:48:01.921Z,Franco da Rocha,SP,78,cama_mesa_banho,27,423,1,1,"",eu recebi as essências mas está faltando o kit colágeno hidrolisado no site e por e mail esta dizendo que foi recebido juntos só que ainda aguardo os colágenos,2017-10-31T00:00:00.000Z,2017-10-31 20:02:11+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-26T15:43:23.000Z,2017-10-26,4,5,2017-10-30T13:48:01.921Z,2017-10-26T15:43:23.000Z,338678
1780,1781,delivered,119.99,16.6,1,1,2017-11-24T10:32:47.000Z,2017-11-25T04:37:30.268Z,2017-12-19T00:00:00.000Z,2017-12-08T14:13:41.143Z,Blumenau,SC,890,fashion_bolsas_e_acessorios,29,178,7,5,"",bom produto é serviço da loja,2017-12-09T00:00:00.000Z,2017-12-09 19:07:14+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-11-24T10:32:47.000Z,2017-11-24,4,6,2017-12-08T14:13:41.143Z,2017-11-24T10:32:47.000Z,1222854
1781,1782,delivered,19.9,18.23,1,1,2018-03-20T22:40:50.000Z,2018-03-20T22:50:40.735Z,2018-04-16T00:00:00.000Z,2018-04-09T13:52:07.184Z,Rosario do Sul,RS,975,eletronicos,46,331,1,5,"",entrega antes do prazo perfeito,2018-04-10T00:00:00.000Z,2018-04-13 01:27:28+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2018-03-20T22:40:50.000Z,2018-03-20,4,3,2018-04-09T13:52:07.184Z,2018-03-20T22:40:50.000Z,1696277
1782,1783,delivered,21.99,17.63,1,1,2017-12-15T16:06:37.000Z,2017-12-19T09:59:28.774Z,2018-01-15T00:00:00.000Z,2018-01-08T21:39:26.779Z,Fortaleza,CE,605,telefonia,54,599,1,4,"",ótima loja,2018-01-09T00:00:00.000Z,2018-01-10 02:25:34+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-12-15T16:06:37.000Z,2017-12-15,3,6,2018-01-08T21:39:26.779Z,2017-12-15T16:06:37.000Z,2093569
1783,1784,delivered,89.9,15.39,1,1,2017-10-06T16:09:48.000Z,2017-10-06T16:26:23.378Z,2017-11-07T00:00:00.000Z,2017-11-07T17:02:28.888Z,Porto Alegre,RS,915,moveis_decoracao,56,701,5,1,"",péssima qualidade estarei devolvendo o produto,2017-11-08T00:00:00.000Z,2017-11-08 21:20:56+00:00,0,0,1,2,0,0,0,0,0,devolucao,problemas_de_qualidade,2017-10-06T16:09:48.000Z,2017-10-06,1,6,2017-11-07T17:02:28.888Z,2017-10-06T16:09:48.000Z,2767960
1784,1785,invoiced,48.0,15.11,1,1,2017-06-13T15:24:53.000Z,2017-06-13T15:43:07.926Z,2017-07-11T00:00:00.000Z,"",Porto Alegre,RS,908,informatica_acessorios,34,112,3,1,"",não recebi o produto,2017-07-13T00:00:00.000Z,2017-07-13 17:37:41+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-06-13T15:24:53.000Z,2017-06-13,3,3,"",2017-06-13T15:24:53.000Z,""
1785,1786,delivered,49.9,25.38,1,1,2018-02-05T10:31:08.000Z,2018-02-05T10:50:31.976Z,2018-03-12T00:00:00.000Z,2018-02-20T00:37:02.577Z,Recife,PE,511,beleza_saude,54,939,1,5,"",eu recebi antes do prazo e era o que eu esperava só não testei ainda,2018-02-21T00:00:00.000Z,2018-02-21 15:51:11+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-02-05T10:31:08.000Z,2018-02-05,2,2,2018-02-20T00:37:02.577Z,2018-02-05T10:31:08.000Z,1260354
1786,1787,delivered,49.9,28.76,1,2,2017-05-06T15:43:19.000Z,2017-05-06T15:55:19.310Z,2017-06-12T00:00:00.000Z,2017-05-15T08:45:45.419Z,Maringa,PR,870,bebes,34,132,2,5,"",quero agradecer pela atenção que me foi dada o brinco de argola que pedi não tinha então a loja entrou em contato comigo e me deu toda a atenção necessária só tenho a agradecer muito obrigada,2017-05-16T00:00:00.000Z,2017-05-17 04:48:00+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-05-06T15:43:19.000Z,2017-05-06,1,7,2017-05-15T08:45:45.419Z,2017-05-06T15:43:19.000Z,752546
1787,1788,delivered,84.0,12.72,1,1,2018-02-15T10:04:06.000Z,2018-02-15T10:40:28.119Z,2018-03-14T00:00:00.000Z,2018-02-27T12:43:56.893Z,Itu,SP,133,automotivo,33,694,1,5,"",produto entregue dentro do prazo e perfeito,2018-02-28T00:00:00.000Z,2018-02-28 19:01:34+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-15T10:04:06.000Z,2018-02-15,3,5,2018-02-27T12:43:56.893Z,2018-02-15T10:04:06.000Z,1046390
1788,1789,delivered,99.9,13.72,1,1,2017-12-17T20:27:10.000Z,2017-12-17T21:56:30.450Z,2018-01-11T00:00:00.000Z,2017-12-28T13:17:03.491Z,Sao Jose dos Campos,SP,122,moveis_decoracao,63,395,1,3,"",a entrega e rapida porem o produto meio diferente da minha escolha,2017-12-29T00:00:00.000Z,2017-12-30 04:15:33+00:00,0,0,1,0,2,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-12-17T20:27:10.000Z,2017-12-17,4,1,2017-12-28T13:17:03.491Z,2017-12-17T20:27:10.000Z,924593
1789,1790,delivered,99.9,15.45,1,1,2017-12-11T17:19:50.000Z,2017-12-11T17:32:28.913Z,2018-01-16T00:00:00.000Z,2017-12-26T20:41:48.344Z,Sorocaba,SP,180,beleza_saude,52,1270,2,5,"",a mercadoria chagou antes do informado o que foi bom,2017-12-27T00:00:00.000Z,2017-12-28 20:15:10+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-12-11T17:19:50.000Z,2017-12-11,3,2,2017-12-26T20:41:48.344Z,2017-12-11T17:19:50.000Z,1308118
1790,1791,delivered,349.9,9.7,1,1,2017-09-03T18:06:11.000Z,2017-09-05T04:10:58.616Z,2017-09-15T00:00:00.000Z,2017-09-06T16:52:28.739Z,Campinas,SP,130,relogios_presentes,54,605,2,5,"",o relógio é lindo e a entrega foi muito rápida recomendo,2017-09-07T00:00:00.000Z,2017-09-08 00:10:19+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-09-03T18:06:11.000Z,2017-09-03,2,1,2017-09-06T16:52:28.739Z,2017-09-03T18:06:11.000Z,254777
1791,1792,delivered,79.0,15.2,1,2,2017-08-20T18:17:26.000Z,2017-08-20T18:30:16.925Z,2017-09-13T00:00:00.000Z,2017-08-23T21:57:45.983Z,Montes Claros,MG,394,relogios_presentes,51,624,5,1,"",relógio veio com defeito na pulseira na cor não tinha como usar liguei pra cancelar e devolver o produto,2017-08-24T00:00:00.000Z,2017-08-29 23:04:46+00:00,0,0,0,3,0,0,0,0,0,devolucao,problemas_de_qualidade,2017-08-20T18:17:26.000Z,2017-08-20,4,1,2017-08-23T21:57:45.983Z,2017-08-20T18:17:26.000Z,272419
1792,1793,delivered,132.5,91.93,1,1,2018-02-17T16:39:55.000Z,2018-02-18T16:35:23.082Z,2018-03-21T00:00:00.000Z,2018-04-10T21:51:39.255Z,RIO DE JANEIRO,RJ,227,esporte_lazer,34,1099,1,1,"",estourou o prazo da entrega e ninguém ç sequer me dá uma satisfação desapontada,2018-03-23T00:00:00.000Z,2018-03-23 14:27:17+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-02-17T16:39:55.000Z,2018-02-17,3,7,2018-04-10T21:51:39.255Z,2018-02-17T16:39:55.000Z,4511504
1793,1794,delivered,99.99,15.46,1,1,2017-06-05T22:26:58.000Z,2017-06-05T22:35:21.730Z,2017-06-28T00:00:00.000Z,2017-06-13T06:18:03.836Z,RIO DE JANEIRO,RJ,235,cool_stuff,56,1024,1,5,"",amei a bolsa recebi no prazo combinado,2017-06-14T00:00:00.000Z,2017-06-15 02:05:50+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-06-05T22:26:58.000Z,2017-06-05,2,2,2017-06-13T06:18:03.836Z,2017-06-05T22:26:58.000Z,633065
1794,1795,delivered,236.97,64.68,3,1,2018-01-03T16:56:47.000Z,2018-01-03T17:26:56.351Z,2018-03-08T00:00:00.000Z,2018-01-30T22:34:04.416Z,Birigui,SP,162,moveis_escritorio,58,1135,1,4,"",o que mata é o prazo da entrega,2018-01-31T00:00:00.000Z,2018-02-03 13:16:58+00:00,0,1,0,0,0,0,2,0,0,outro_entrega,problemas_de_entrega,2018-01-03T16:56:47.000Z,2018-01-03,1,4,2018-01-30T22:34:04.416Z,2018-01-03T16:56:47.000Z,2353037
1795,1796,delivered,269.99,53.08,1,1,2017-12-12T15:27:21.000Z,2017-12-12T15:50:55.967Z,2018-01-18T00:00:00.000Z,2018-01-04T18:14:50.768Z,Presidente Prudente,SP,190,moveis_escritorio,38,1274,1,4,"",do jeito q eu esperava,2018-01-05T00:00:00.000Z,2018-01-07 00:06:20+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-12-12T15:27:21.000Z,2017-12-12,3,3,2018-01-04T18:14:50.768Z,2017-12-12T15:27:21.000Z,1997249
1796,1797,delivered,116.6,17.55,1,1,2017-07-27T08:46:34.000Z,2017-07-28T08:45:22.239Z,2017-08-15T00:00:00.000Z,2017-08-08T18:58:13.867Z,Sao Paulo,SP,41,moveis_escritorio,41,154,1,5,"",muito bom,2017-08-09T00:00:00.000Z,2017-08-11 19:27:10+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-27T08:46:34.000Z,2017-07-27,5,5,2017-08-08T18:58:13.867Z,2017-07-27T08:46:34.000Z,1073499
1797,1798,delivered,79.9,23.14,1,1,2018-03-25T18:12:20.000Z,2018-03-25T19:28:05.798Z,2018-04-18T00:00:00.000Z,2018-04-10T10:26:47.441Z,Embu das Artes,SP,68,utilidades_domesticas,43,448,2,4,"",ainda não testei mas o produto é bonito espero que eu não me decepciono,2018-04-11T00:00:00.000Z,2018-04-12 03:05:01+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-25T18:12:20.000Z,2018-03-25,5,1,2018-04-10T10:26:47.441Z,2018-03-25T18:12:20.000Z,1354467
1798,1799,delivered,24.5,4.07,1,4,2017-11-05T00:20:43.000Z,2017-11-05T00:46:27.365Z,2017-11-27T00:00:00.000Z,2017-11-09T21:04:41.220Z,RIO DE JANEIRO,RJ,227,consoles_games,49,100,4,4,"",caixa de pesca já chegou mas falta capa do xbox e canivete,2017-11-10T00:00:00.000Z,2017-11-13 01:12:31+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-11-05T00:20:43.000Z,2017-11-05,2,1,2017-11-09T21:04:41.220Z,2017-11-05T00:20:43.000Z,420238
1799,1800,delivered,117.99,21.32,1,1,2017-08-08T13:44:06.000Z,2017-08-08T14:03:44.646Z,2017-08-30T00:00:00.000Z,2017-09-05T14:46:56.270Z,Sao Joao da Barra,RJ,282,cama_mesa_banho,58,223,1,5,"",ótimo atendimento,2017-09-01T00:00:00.000Z,2017-09-01 13:09:17+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-08T13:44:06.000Z,2017-08-08,2,3,2017-09-05T14:46:56.270Z,2017-08-08T13:44:06.000Z,2422970
1800,1801,delivered,53.99,15.13,1,1,2018-02-15T13:12:43.000Z,2018-02-16T07:55:44.176Z,2018-03-05T00:00:00.000Z,2018-03-08T21:37:30.716Z,Cataguases,MG,367,perfumaria,44,334,1,5,"",top chegou direitinho,2018-03-08T00:00:00.000Z,2018-03-10 19:20:41+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-15T13:12:43.000Z,2018-02-15,3,5,2018-03-08T21:37:30.716Z,2018-02-15T13:12:43.000Z,1844687
1801,1802,delivered,49.89,8.27,1,1,2017-09-04T18:24:46.000Z,2017-09-06T02:55:14.467Z,2017-09-15T00:00:00.000Z,2017-09-11T16:34:02.554Z,Sao Paulo,SP,48,esporte_lazer,43,2807,1,5,"",ótima experiência com a loja entrega muito rápida recomendo,2017-09-12T00:00:00.000Z,2017-09-13 07:53:59+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-09-04T18:24:46.000Z,2017-09-04,2,2,2017-09-11T16:34:02.554Z,2017-09-04T18:24:46.000Z,598156
1802,1803,delivered,13.99,7.78,1,1,2018-01-29T13:52:14.000Z,2018-01-30T05:31:30.894Z,2018-02-14T00:00:00.000Z,2018-02-08T17:34:13.130Z,Campinas,SP,130,telefonia,42,660,1,5,"",a entrega foi feita antes do prazo e o produto é ótimo,2018-02-09T00:00:00.000Z,2018-02-09 22:38:56+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-01-29T13:52:14.000Z,2018-01-29,5,2,2018-02-08T17:34:13.130Z,2018-01-29T13:52:14.000Z,877319
1803,1804,delivered,52.99,17.62,1,1,2017-07-19T14:35:54.000Z,2017-07-21T16:30:11.336Z,2017-08-10T00:00:00.000Z,2017-08-02T15:52:42.702Z,Divisa Alegre,MG,399,beleza_saude,58,619,1,5,"",o produto chegou antes do prazo a entrega foi super rápida,2017-08-03T00:00:00.000Z,2017-08-04 00:40:51+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-07-19T14:35:54.000Z,2017-07-19,4,4,2017-08-02T15:52:42.702Z,2017-07-19T14:35:54.000Z,1214208
1804,1805,delivered,17.0,7.87,1,1,2018-03-18T10:49:47.000Z,2018-03-19T10:55:30.210Z,2018-04-13T00:00:00.000Z,2018-03-21T16:56:41.055Z,Sao Paulo,SP,33,eletrodomesticos,60,341,1,4,"",estou satisfeito com o produto foi o que encomendei e responde as minhaas expectativas,2018-03-22T00:00:00.000Z,2018-03-23 00:04:08+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-18T10:49:47.000Z,2018-03-18,4,1,2018-03-21T16:56:41.055Z,2018-03-18T10:49:47.000Z,281214
1805,1806,delivered,49.9,28.76,1,2,2017-05-17T20:31:55.000Z,2017-05-17T20:45:18.020Z,2017-06-21T00:00:00.000Z,2017-05-30T05:49:38.141Z,Maringa,PR,870,bebes,27,74,3,1,"",completamente decepcionada com essa loja é a 2 vez que compro e é a 2 vez q não tem o produto e enviam outro diferente por favor retirem as fotos dos produtos q não tem pra não enganar os clientes,2017-05-31T00:00:00.000Z,2017-06-03 01:31:45+00:00,0,1,0,0,2,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-05-17T20:31:55.000Z,2017-05-17,3,4,2017-05-30T05:49:38.141Z,2017-05-17T20:31:55.000Z,1070263
1806,1807,delivered,113.0,13.81,1,1,2017-11-09T14:55:35.000Z,2017-11-09T15:06:42.749Z,2017-11-29T00:00:00.000Z,2017-12-06T04:09:44.595Z,Sao Paulo,SP,32,cama_mesa_banho,53,588,1,1,"",essa semana irei procurar meus direitos irei ao procon estou muito desepiscionado,2017-12-01T00:00:00.000Z,2017-12-03 17:09:03+00:00,0,1,0,0,0,0,0,0,0,"","",2017-11-09T14:55:35.000Z,2017-11-09,2,5,2017-12-06T04:09:44.595Z,2017-11-09T14:55:35.000Z,2294049
1807,1808,delivered,89.9,15.24,1,4,2017-11-27T12:25:21.000Z,2017-11-27T12:35:03.730Z,2017-12-11T00:00:00.000Z,2017-11-30T22:03:56.468Z,Santana de Parnaiba,SP,65,brinquedos,59,249,2,2,"",comprei a mochila e recebi a sacola,2017-12-02T00:00:00.000Z,2017-12-02 23:47:54+00:00,0,0,0,0,6,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-11-27T12:25:21.000Z,2017-11-27,5,2,2017-11-30T22:03:56.468Z,2017-11-27T12:25:21.000Z,293915
1808,1809,delivered,47.99,16.39,1,2,2017-12-07T16:11:43.000Z,2017-12-07T16:31:45.090Z,2018-01-05T00:00:00.000Z,2017-12-17T15:54:34.524Z,Paracatu,MG,386,cama_mesa_banho,50,631,1,1,"",recebi apenas um item do pedido veio faltando um dos produtos já entrei no site da lannister meus pedidos e fiz uma notificação através do link disponível estou aguardando resposta da empresa,2017-12-18T00:00:00.000Z,2017-12-19 12:52:38+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-12-07T16:11:43.000Z,2017-12-07,2,5,2017-12-17T15:54:34.524Z,2017-12-07T16:11:43.000Z,862971
1809,1810,delivered,238.1,29.05,1,1,2017-08-27T22:29:54.000Z,2017-08-27T22:45:17.559Z,2017-10-04T00:00:00.000Z,2017-12-08T19:32:32.485Z,Paripiranga,BA,484,ferramentas_jardim,43,323,1,1,"",ainda nao recebi o produto,2017-10-06T00:00:00.000Z,2017-10-12 21:40:23+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-08-27T22:29:54.000Z,2017-08-27,5,1,2017-12-08T19:32:32.485Z,2017-08-27T22:29:54.000Z,8888558
1810,1811,delivered,104.0,9.29,1,1,2017-12-07T22:29:08.000Z,2017-12-07T22:36:20.826Z,2017-12-26T00:00:00.000Z,2017-12-13T13:36:17.653Z,Mogi das Cruzes,SP,87,pet_shop,29,2918,1,5,"",gostei muito entregaram antes do previsto,2017-12-14T00:00:00.000Z,2017-12-19 04:39:54+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-12-07T22:29:08.000Z,2017-12-07,2,5,2017-12-13T13:36:17.653Z,2017-12-07T22:29:08.000Z,486429
1811,1812,delivered,25.6,27.41,1,2,2017-08-05T19:14:48.000Z,2017-08-08T04:04:27.257Z,2017-09-04T00:00:00.000Z,2017-08-11T16:50:12.957Z,Santa Helena de Goias,GO,759,cool_stuff,38,908,3,5,"",produtos conforme descrição gostei muito,2017-08-12T00:00:00.000Z,2017-08-14 16:30:51+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-05T19:14:48.000Z,2017-08-05,1,7,2017-08-11T16:50:12.957Z,2017-08-05T19:14:48.000Z,509724
1812,1813,delivered,89.9,16.39,1,1,2017-08-03T12:12:54.000Z,2017-08-04T02:30:41.779Z,2017-08-25T00:00:00.000Z,2017-08-18T15:52:28.620Z,Marechal Candido Rondon,PR,859,pet_shop,60,1323,6,5,"",ainda não instalei mas está em bom estado,2017-08-19T00:00:00.000Z,2017-08-20 05:32:01+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-03T12:12:54.000Z,2017-08-03,1,5,2017-08-18T15:52:28.620Z,2017-08-03T12:12:54.000Z,1309174
1813,1814,delivered,58.99,17.99,1,1,2018-03-15T18:03:16.000Z,2018-03-17T02:45:48.003Z,2018-04-05T00:00:00.000Z,2018-03-23T18:08:52.951Z,BRASILIA,DF,722,beleza_saude,59,492,2,4,"",muito boa mesmo,2018-03-24T00:00:00.000Z,2018-03-25 02:06:29+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-15T18:03:16.000Z,2018-03-15,3,5,2018-03-23T18:08:52.951Z,2018-03-15T18:03:16.000Z,691536
1814,1815,delivered,169.9,26.03,1,1,2017-07-25T08:08:31.000Z,2017-07-27T10:10:24.108Z,2017-08-16T00:00:00.000Z,2017-08-15T14:18:54.219Z,Aguas Claras,RS,947,utilidades_domesticas,60,1912,5,5,"",ocorreu tudo certo com o pedido,2017-08-16T00:00:00.000Z,2017-08-16 22:50:17+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-25T08:08:31.000Z,2017-07-25,5,3,2017-08-15T14:18:54.219Z,2017-07-25T08:08:31.000Z,1836623
1815,1816,delivered,450.0,17.9,1,1,2018-01-23T10:43:23.000Z,2018-01-25T02:38:30.436Z,2018-02-20T00:00:00.000Z,2018-02-07T22:23:38.934Z,Vitoria,ES,290,telefonia,43,337,5,5,"",produto de acordo com anuncio,2018-02-08T00:00:00.000Z,2018-02-09 12:29:41+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-23T10:43:23.000Z,2018-01-23,4,3,2018-02-07T22:23:38.934Z,2018-01-23T10:43:23.000Z,1338015
